Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Fwd IAT Mean,Bwd IAT Mean,Packet Length Mean,Label
-98951.003072795,-1.0,-0.9109589332949517,2.273576728860012,-0.02759218972514597,22.72277498275199,19.31217343890008,0.098951003072795,0.10862290214871463,1.1766037134371428,1
596068.4898772796,-1.0,0.6840932597089745,2.6336022960037844,-1.5561189033381522,-6.204207757810713,-0.5299839626752713,-0.5960684898772797,0.8713263599919956,11.706406598593853,1
1271518.8430954937,1.0,1.4241269326368924,2.5609095204443624,0.9056428918799334,3.0283939361428276,1.9064813280591197,1.2715188430954938,0.8928409497467815,1.5884729063808158,0
1514159.5732837515,-1.0,0.9148571466661946,-0.2556315860690276,-3.596657974596169,-2.0042779635984385,-0.05623109666648711,-1.5141595732837514,1.6550776028819998,35.64358659917366,0
1226332.6301131959,0.0,1.505599252112723,-1.250909882687991,0.24821539573270743,-0.7153010096689624,1.2277250194131666,1.2263326301131958,0.8145146382029295,-0.582623143096705,0
2410476.124880649,2.0,2.977659627326007,2.255373687382888,0.17512119633580056,2.0876368112681813,2.06501096440956,1.2052380624403245,0.8095203705486314,1.010956768389407,0
1504398.1226677469,-1.0,0.8813198851957698,0.752127788475517,1.4039689311123742,0.3225329395189832,-0.0788887682163382,-1.5043981226677468,1.7069830693013026,-4.088451966121398,1
2436644.4986462425,0.0,1.089231216116227,1.457696330666023,1.8480074756177787,1.4243373469758358,0.4470209818138776,2.4366444986462428,2.2370314608998862,3.186287456119622,0
1125267.0873891306,-1.0,-0.7523508050601693,0.987528360520926,-0.8420238973355223,-0.31461953117466085,-1.5572754457130813,-1.1252670873891306,-1.495668084384036,0.20203203745410345,1
-211739.7892597676,-1.0,-0.2875352835024292,0.715045225606418,-6.278268648298604,-5.148671083020094,6.0807431990160765,0.2117397892597676,0.7363958491653382,-0.8467174018881769,1
1522402.927005797,1.0,1.1939561264260616,4.494313566163767,1.546020427862465,4.164596648575582,1.44111397022932,1.5224029270057968,1.2750911807479008,2.8898454491513137,0
-1972396.7481152744,-1.0,-0.9813820827848767,1.5520487894774997,-0.5528296266959013,0.5118197948613179,1.0045555412105542,1.9723967481152744,2.0098153234244776,0.5094987522984961,1
409085.7461431295,-1.0,0.6925505363920865,-0.4569563068730681,3.991911236600169,7.875015459186804,-0.7515526182629305,-0.4090857461431295,0.5906944326031481,-10.47832881932923,1
610506.5387420716,-1.0,0.1371342487139079,-0.6299642439139396,-14.782019695364523,-2.288520814802179,-1.4133603762279079,-0.6105065387420716,4.451889622523999,1.6192054434906202,0
1048717.5014060861,0.0,1.8102383993698887,0.2600234413518917,-0.00870965634329067,0.23291008938676028,1.7261449312543944,1.048717501406086,0.579325630133095,0.13493078429834038,0
-2977098.3792335163,-1.0,-0.40343735056650076,2.4900210290406024,0.3882463723455122,0.8890045875971819,0.47141114326488254,2.9770983792335164,7.379332565646485,1.8858370242165798,1
1558645.4210118,0.0,1.8448583288919416,1.9067449674758128,-1.360311921440564,-0.38677033439297426,1.1836292616792508,1.5586454210118,0.8448591399145284,-0.3267664520597028,0
818100.7898895564,-1.0,0.43807242176051786,-0.6390633154605435,4.212286061102627,3.036728117242413,-0.6868683971266455,-0.8181007898895564,1.8675012378131157,-4.4211207415363125,1
-1409100.6078168529,-2.0,-0.5214838872324963,0.7474572283302116,-1.4860447123586233,0.5109401553476078,1.7894278614634058,0.7045503039084264,2.7020980749662646,0.28553269251645474,1
-2358853.87831411,-1.0,-0.7832413254019179,0.5070651967988594,-3.0782450959557157,-0.8071477379642573,0.7559778678094352,2.35885387831411,3.0116565633250665,-1.067686994995098,1
176854.5435057669,0.0,1.9272783424772584,1.3204201884000142,-0.789363712582315,-1.1359809887540362,10.89753366960806,0.1768545435057669,0.09176388257362143,-0.10424202605789176,0
1202103.8513006049,0.0,0.5005265382478676,-0.0629961578059209,3.886843967611269,1.565981504822093,0.4163754551708055,1.2021038513006048,2.4016785513684518,3.760984191970913,1
-105681.3450596031,-1.0,-0.11587692173985409,-1.45927538190908,-24.35313789208142,-40.51085868688652,10.558882659096664,0.1056813450596031,0.9120137424504574,-3.836661510011734,1
873786.3723957743,-1.0,0.3956712927068209,-1.5514023553490168,7.225159082885296,5.047218094732554,-0.6916206596770468,-0.8737863723957744,2.208364338029498,-7.29766820020871,0
-171460.5499957371,-2.0,-1.2366091214461128,1.8811944369140696,0.3017550173702927,24.119495014177858,18.876698584756564,0.08573027499786855,0.13865379692107402,1.2777390551573986,1
682574.3532376433,-1.0,-0.2215519601348639,-0.7676528313426049,-13.995923272727454,5.667480836282891,-1.7896247556631704,-0.6825743532376433,-3.08087706749308,-3.1668542907380197,1
385261.6096177377,-2.0,-1.2760690202377685,3.1841977766434617,-0.8062731898241161,-13.8595052831816,-8.503492012838583,-0.19263080480886885,-0.3019128303467099,1.6298604458329005,0
2525605.4277786007,0.0,1.0699857106705624,1.3690986472025923,1.6084862140455167,1.2235307534795081,0.42365513587435927,2.5256054277786006,2.360410426598873,2.8880347477774064,1
-1770241.5006127218,-1.0,0.1654391071911303,1.0729118585857111,4.6964392880781745,0.16717331261654395,0.47143900564979907,1.7702415006127217,-10.700260238757076,0.3546022085850189,1
-1148523.389039333,-2.0,-0.23393389216077987,1.5522101705488414,13.363328764064534,5.424840199650499,1.9450486716072226,0.5742616945196665,4.9096066347238265,2.7890511321590084,1
-1998942.583883498,1.0,1.0469838903262008,3.2644232276073177,0.6868147156787157,-1.9928071985053417,-1.024033359852372,-1.998942583883498,-1.9092391032499103,1.946037381821849,1
-1726693.2713398621,-1.0,-0.4356367481653127,0.3918413205403261,-1.4212820305538287,-0.13165126965459353,0.8314370432748034,1.7266932713398622,3.963607933930834,-0.15834183804952348,1
2875641.451279668,-2.0,-0.9496663941121768,0.4526149128682444,-0.40419564321096574,-0.18130869775175343,-1.0257420628011769,-1.437820725639834,-3.028054345303063,0.1767585676038491,1
1221185.0098525817,-1.0,0.8037917100584652,1.695447333928911,-1.8909601271367453,-2.633004321401457,-0.1606704048596376,-1.2211850098525816,1.5192804237353439,16.387612415003634,1
